GameId,Date,AwayTeamId,HomeTeamId,AwayTeamName,HomeTeamName,AwayTeamScore,HomeTeamScore,VenueId,VenueName
2007020028,20071006,31,12,Atlanta Thrashers,Tampa Bay Lightning,2,5,,St. Pete Times Forum
2007020021,20071007,7,6,Philadelphia Flyers,Edmonton Oilers,3,5,5072.0,Rexall Place
2007020029,20071007,22,17,Dallas Stars,Nashville Predators,1,5,,Sommet Center
2007020030,20071007,30,20,Columbus Blue Jackets,Minnesota Wild,2,3,5098.0,Xcel Energy Center
2007020031,20071007,9,4,Detroit Red Wings,Chicago Blackhawks,3,4,5092.0,United Center
2007020032,20071007,25,16,Vancouver Canucks,Calgary Flames,4,3,,Pengrowth Saddledome
2007020033,20071007,13,24,Boston Bruins,Phoenix Coyotes,3,1,,Jobing.com Arena
2007020034,20071007,18,19,St. Louis Blues,Los Angeles Kings,5,3,5081.0,STAPLES Center
2007020035,20071007,26,11,San Jose Sharks,Colorado Avalanche,2,6,,Pepsi Center
2007020036,20071008,3,28,Washington Capitals,New York Islanders,2,1,,Nassau Veterans Memorial Coliseum
2007020037,20071008,14,27,New Jersey Devils,Ottawa Senators,2,4,,Scotiabank Place
2007020038,20071008,6,9,Edmonton Oilers,Detroit Red Wings,2,4,5047.0,Joe Louis Arena
2007020039,20071009,29,1,Carolina Hurricanes,Toronto Maple Leafs,7,1,5015.0,Air Canada Centre
2007020040,20071010,23,28,New York Rangers,New York Islanders,1,2,,Nassau Veterans Memorial Coliseum
2007020041,20071010,27,31,Ottawa Senators,Atlanta Thrashers,3,1,,Philips Arena
2007020042,20071010,24,30,Phoenix Coyotes,Columbus Blue Jackets,0,3,5059.0,Nationwide Arena
2007020043,20071010,2,15,Montréal Canadiens,Pittsburgh Penguins,3,2,,Mellon Arena
2007020044,20071010,21,12,Florida Panthers,Tampa Bay Lightning,1,2,,St. Pete Times Forum
2007020045,20071010,16,9,Calgary Flames,Detroit Red Wings,2,4,5047.0,Joe Louis Arena
2007020046,20071011,6,20,Edmonton Oilers,Minnesota Wild,0,2,5098.0,Xcel Energy Center
2007020047,20071011,26,4,San Jose Sharks,Chicago Blackhawks,2,1,5092.0,United Center
2007020048,20071011,17,18,Nashville Predators,St. Louis Blues,1,4,,Scottrade Center
2007020049,20071011,19,22,Los Angeles Kings,Dallas Stars,1,5,5019.0,American Airlines Center
2007020051,20071011,13,10,Boston Bruins,Anaheim Ducks,1,2,5046.0,Honda Center
2007020050,20071011,7,25,Philadelphia Flyers,Vancouver Canucks,8,2,,General Motors Place
2007020052,20071011,31,8,Atlanta Thrashers,Buffalo Sabres,0,6,,HSBC Arena
2007020053,20071011,28,1,New York Islanders,Toronto Maple Leafs,1,8,5015.0,Air Canada Centre
2007020054,20071011,29,27,Carolina Hurricanes,Ottawa Senators,5,3,,Scotiabank Place
2007020055,20071011,14,21,New Jersey Devils,Florida Panthers,0,3,,BankAtlantic Center
2007020056,20071012,24,17,Phoenix Coyotes,Nashville Predators,6,3,,Sommet Center
2007020057,20071012,3,23,Washington Capitals,New York Rangers,1,3,5054.0,Madison Square Garden
2007020058,20071012,4,9,Chicago Blackhawks,Detroit Red Wings,3,2,5047.0,Joe Louis Arena
2007020059,20071013,11,18,Colorado Avalanche,St. Louis Blues,1,4,,Scottrade Center
2007020060,20071013,16,22,Calgary Flames,Dallas Stars,3,2,5019.0,American Airlines Center
2007020061,20071013,25,6,Vancouver Canucks,Edmonton Oilers,5,2,5072.0,Rexall Place
2007020062,20071013,13,19,Boston Bruins,Los Angeles Kings,8,6,5081.0,STAPLES Center
2007020063,20071013,3,8,Washington Capitals,Buffalo Sabres,3,7,,HSBC Arena
2007020064,20071013,15,1,Pittsburgh Penguins,Toronto Maple Leafs,6,4,5015.0,Air Canada Centre
2007020065,20071013,29,2,Carolina Hurricanes,Montréal Canadiens,3,1,,Centre Bell
2007020066,20071013,27,23,Ottawa Senators,New York Rangers,3,1,5054.0,Madison Square Garden
2007020067,20071013,28,7,New York Islanders,Philadelphia Flyers,1,3,,Wachovia Center
2007020068,20071013,14,31,New Jersey Devils,Atlanta Thrashers,6,5,,Philips Arena
2007020069,20071013,12,21,Tampa Bay Lightning,Florida Panthers,4,6,,BankAtlantic Center
2007020070,20071014,16,17,Calgary Flames,Nashville Predators,7,4,,Sommet Center
2007020071,20071014,22,4,Dallas Stars,Chicago Blackhawks,1,2,5092.0,United Center
2007020072,20071014,30,11,Columbus Blue Jackets,Colorado Avalanche,1,5,,Pepsi Center
2007020073,20071014,6,25,Edmonton Oilers,Vancouver Canucks,1,4,,General Motors Place
2007020074,20071014,20,24,Minnesota Wild,Phoenix Coyotes,3,2,,Jobing.com Arena
2007020075,20071014,13,26,Boston Bruins,San Jose Sharks,2,1,,HP Pavilion at San Jose
2007020076,20071015,20,10,Minnesota Wild,Anaheim Ducks,2,0,5046.0,Honda Center
2007020077,20071015,9,19,Detroit Red Wings,Los Angeles Kings,4,1,5081.0,STAPLES Center
2007020078,20071015,1,8,Toronto Maple Leafs,Buffalo Sabres,4,5,,HSBC Arena
2007020079,20071016,26,25,San Jose Sharks,Vancouver Canucks,4,2,,General Motors Place
2007020080,20071016,9,10,Detroit Red Wings,Anaheim Ducks,3,6,5046.0,Honda Center
2007020081,20071016,31,7,Atlanta Thrashers,Philadelphia Flyers,0,4,,Wachovia Center
2007020082,20071016,21,2,Florida Panthers,Montréal Canadiens,2,1,,Centre Bell
2007020083,20071017,16,11,Calgary Flames,Colorado Avalanche,4,5,,Pepsi Center
2007020084,20071017,20,19,Minnesota Wild,Los Angeles Kings,3,4,5081.0,STAPLES Center
2007020085,20071017,22,30,Dallas Stars,Columbus Blue Jackets,3,2,5059.0,Nationwide Arena
2007020086,20071017,14,15,New Jersey Devils,Pittsburgh Penguins,5,4,,Mellon Arena
2007020087,20071018,18,4,St. Louis Blues,Chicago Blackhawks,3,1,5092.0,United Center
2007020088,20071018,17,10,Nashville Predators,Anaheim Ducks,1,3,5046.0,Honda Center
2007020089,20071018,12,13,Tampa Bay Lightning,Boston Bruins,1,4,,TD Banknorth Garden
2007020090,20071018,14,7,New Jersey Devils,Philadelphia Flyers,0,4,,Wachovia Center
2007020091,20071018,28,3,New York Islanders,Washington Capitals,5,2,,Verizon Center
2007020092,20071018,23,31,New York Rangers,Atlanta Thrashers,3,5,,Philips Arena
2007020093,20071018,21,1,Florida Panthers,Toronto Maple Leafs,2,3,5015.0,Air Canada Centre
2007020094,20071018,2,27,Montréal Canadiens,Ottawa Senators,3,4,,Scotiabank Place
2007020095,20071019,19,16,Los Angeles Kings,Calgary Flames,3,4,,Pengrowth Saddledome
2007020096,20071019,6,24,Edmonton Oilers,Phoenix Coyotes,4,2,,Jobing.com Arena
2007020097,20071019,9,26,Detroit Red Wings,San Jose Sharks,4,2,,HP Pavilion at San Jose
2007020098,20071019,30,8,Columbus Blue Jackets,Buffalo Sabres,3,0,,HSBC Arena
2007020099,20071019,29,15,Carolina Hurricanes,Pittsburgh Penguins,3,4,,Mellon Arena
2007020100,20071020,11,4,Colorado Avalanche,Chicago Blackhawks,3,5,5092.0,United Center
2007020101,20071020,19,25,Los Angeles Kings,Vancouver Canucks,4,2,,General Motors Place
2007020102,20071020,23,13,New York Rangers,Boston Bruins,0,1,,TD Banknorth Garden
2007020103,20071020,4,1,Chicago Blackhawks,Toronto Maple Leafs,6,4,5015.0,Air Canada Centre
2007020104,20071020,8,2,Buffalo Sabres,Montréal Canadiens,2,4,,Centre Bell
2007020105,20071020,21,27,Florida Panthers,Ottawa Senators,1,4,,Scotiabank Place
2007020106,20071020,14,28,New Jersey Devils,New York Islanders,3,4,,Nassau Veterans Memorial Coliseum
2007020107,20071020,29,7,Carolina Hurricanes,Philadelphia Flyers,2,3,,Wachovia Center
2007020108,20071020,15,3,Pittsburgh Penguins,Washington Capitals,2,1,,Verizon Center
2007020109,20071020,31,12,Atlanta Thrashers,Tampa Bay Lightning,2,6,,St. Pete Times Forum
2007020110,20071021,10,22,Anaheim Ducks,Dallas Stars,1,3,5019.0,American Airlines Center
2007020111,20071021,20,18,Minnesota Wild,St. Louis Blues,3,1,,Scottrade Center
2007020112,20071021,6,16,Edmonton Oilers,Calgary Flames,1,4,,Pengrowth Saddledome
2007020113,20071021,9,24,Detroit Red Wings,Phoenix Coyotes,5,2,,Jobing.com Arena
2007020114,20071021,17,26,Nashville Predators,San Jose Sharks,0,3,,HP Pavilion at San Jose
2007020115,20071021,25,30,Vancouver Canucks,Columbus Blue Jackets,4,1,5059.0,Nationwide Arena
2007020116,20071021,11,20,Colorado Avalanche,Minnesota Wild,2,3,5098.0,Xcel Energy Center
2007020117,20071022,25,29,Vancouver Canucks,Carolina Hurricanes,1,3,,RBC Center
2007020118,20071022,13,2,Boston Bruins,Montréal Canadiens,1,6,,Centre Bell
2007020119,20071023,26,16,San Jose Sharks,Calgary Flames,4,1,,Pengrowth Saddledome
2007020120,20071023,23,15,New York Rangers,Pittsburgh Penguins,0,1,,Mellon Arena
2007020121,20071023,31,1,Atlanta Thrashers,Toronto Maple Leafs,5,4,5015.0,Air Canada Centre
2007020122,20071024,30,4,Columbus Blue Jackets,Chicago Blackhawks,7,4,5092.0,United Center
2007020123,20071024,10,18,Anaheim Ducks,St. Louis Blues,2,4,,Scottrade Center
2007020124,20071024,11,6,Colorado Avalanche,Edmonton Oilers,4,2,5072.0,Rexall Place
2007020125,20071024,17,19,Nashville Predators,Los Angeles Kings,0,6,5081.0,STAPLES Center
2007020126,20071024,12,3,Tampa Bay Lightning,Washington Capitals,3,5,,Verizon Center
2007020127,20071024,8,29,Buffalo Sabres,Carolina Hurricanes,2,6,,RBC Center
2007020128,20071024,7,21,Philadelphia Flyers,Florida Panthers,3,4,,BankAtlantic Center
2007020129,20071024,25,9,Vancouver Canucks,Detroit Red Wings,2,3,5047.0,Joe Louis Arena
2007020130,20071025,20,16,Minnesota Wild,Calgary Flames,3,5,,Pengrowth Saddledome
2007020131,20071025,4,13,Chicago Blackhawks,Boston Bruins,1,3,,TD Banknorth Garden
2007020132,20071025,14,23,New Jersey Devils,New York Rangers,0,2,5054.0,Madison Square Garden
2007020133,20071025,18,30,St. Louis Blues,Columbus Blue Jackets,0,3,5059.0,Nationwide Arena
2007020134,20071025,1,15,Toronto Maple Leafs,Pittsburgh Penguins,5,2,,Mellon Arena
2007020135,20071025,7,12,Philadelphia Flyers,Tampa Bay Lightning,2,5,,St. Pete Times Forum
2007020136,20071026,31,17,Atlanta Thrashers,Nashville Predators,0,3,,Sommet Center
2007020137,20071026,20,6,Minnesota Wild,Edmonton Oilers,4,5,5072.0,Rexall Place
2007020138,20071026,24,10,Phoenix Coyotes,Anaheim Ducks,1,0,5046.0,Honda Center
2007020139,20071026,22,19,Dallas Stars,Los Angeles Kings,1,2,5081.0,STAPLES Center
2007020140,20071026,25,3,Vancouver Canucks,Washington Capitals,3,2,,Verizon Center
2007020141,20071026,2,29,Montréal Canadiens,Carolina Hurricanes,7,4,,RBC Center
2007020142,20071026,8,21,Buffalo Sabres,Florida Panthers,4,2,,BankAtlantic Center
2007020143,20071026,26,9,San Jose Sharks,Detroit Red Wings,1,5,5047.0,Joe Louis Arena
2007020144,20071027,11,16,Colorado Avalanche,Calgary Flames,3,2,,Pengrowth Saddledome
2007020146,20071027,7,13,Philadelphia Flyers,Boston Bruins,2,1,,TD Banknorth Garden
2007020145,20071027,26,30,San Jose Sharks,Columbus Blue Jackets,1,2,5059.0,Nationwide Arena
2007020147,20071027,27,14,Ottawa Senators,New Jersey Devils,4,1,,Prudential Center
2007020148,20071027,29,28,Carolina Hurricanes,New York Islanders,8,3,,Nassau Veterans Memorial Coliseum
2007020149,20071027,1,23,Toronto Maple Leafs,New York Rangers,4,1,5054.0,Madison Square Garden
2007020150,20071027,2,15,Montréal Canadiens,Pittsburgh Penguins,4,3,,Mellon Arena
2007020151,20071027,8,12,Buffalo Sabres,Tampa Bay Lightning,4,3,,St. Pete Times Forum
2007020152,20071028,21,17,Florida Panthers,Nashville Predators,3,4,,Sommet Center
2007020153,20071028,31,4,Atlanta Thrashers,Chicago Blackhawks,3,2,5092.0,United Center
2007020154,20071028,3,18,Washington Capitals,St. Louis Blues,3,4,,Scottrade Center
2007020155,20071028,22,24,Dallas Stars,Phoenix Coyotes,5,3,,Jobing.com Arena
2007020156,20071028,6,19,Edmonton Oilers,Los Angeles Kings,1,4,5081.0,STAPLES Center
2007020157,20071028,20,11,Minnesota Wild,Colorado Avalanche,1,3,,Pepsi Center
2007020158,20071029,6,10,Edmonton Oilers,Anaheim Ducks,3,2,5046.0,Honda Center
2007020159,20071029,9,25,Detroit Red Wings,Vancouver Canucks,3,2,,General Motors Place
2007020160,20071029,12,23,Tampa Bay Lightning,New York Rangers,1,3,5054.0,Madison Square Garden
2007020161,20071029,3,1,Washington Capitals,Toronto Maple Leafs,7,1,5015.0,Air Canada Centre
2007020162,20071030,26,22,San Jose Sharks,Dallas Stars,4,2,5019.0,American Airlines Center
2007020163,20071030,15,20,Pittsburgh Penguins,Minnesota Wild,4,2,5098.0,Xcel Energy Center
2007020164,20071030,31,2,Atlanta Thrashers,Montréal Canadiens,3,2,,Centre Bell
2007020165,20071031,24,18,Phoenix Coyotes,St. Louis Blues,2,1,,Scottrade Center
2007020166,20071031,17,16,Nashville Predators,Calgary Flames,1,5,,Pengrowth Saddledome
2007020167,20071031,9,6,Detroit Red Wings,Edmonton Oilers,2,1,5072.0,Rexall Place
2007020168,20071031,12,14,Tampa Bay Lightning,New Jersey Devils,1,6,,Prudential Center
2007020169,20071031,29,21,Carolina Hurricanes,Florida Panthers,2,4,,BankAtlantic Center
2007020170,20071101,4,22,Chicago Blackhawks,Dallas Stars,5,4,5019.0,American Airlines Center
2007020171,20071101,30,19,Columbus Blue Jackets,Los Angeles Kings,4,1,5081.0,STAPLES Center
2007020172,20071101,8,13,Buffalo Sabres,Boston Bruins,3,4,,TD Banknorth Garden
2007020173,20071101,12,28,Tampa Bay Lightning,New York Islanders,0,4,,Nassau Veterans Memorial Coliseum
2007020174,20071101,3,23,Washington Capitals,New York Rangers,0,2,5054.0,Madison Square Garden
2007020175,20071101,7,2,Philadelphia Flyers,Montréal Canadiens,2,5,,Centre Bell
2007020176,20071101,31,27,Atlanta Thrashers,Ottawa Senators,4,6,,Scotiabank Place
2007020177,20071102,18,20,St. Louis Blues,Minnesota Wild,3,2,5098.0,Xcel Energy Center
2007020179,20071102,9,16,Detroit Red Wings,Calgary Flames,4,1,,Pengrowth Saddledome
2007020178,20071102,15,11,Pittsburgh Penguins,Colorado Avalanche,2,3,,Pepsi Center
2007020181,20071102,30,10,Columbus Blue Jackets,Anaheim Ducks,1,2,5046.0,Honda Center
2007020180,20071102,17,25,Nashville Predators,Vancouver Canucks,3,0,,General Motors Place
2007020182,20071102,1,14,Toronto Maple Leafs,New Jersey Devils,2,3,,Prudential Center
2007020183,20071102,7,3,Philadelphia Flyers,Washington Capitals,3,2,,Verizon Center
2007020184,20071102,21,8,Florida Panthers,Buffalo Sabres,4,2,,HSBC Arena
2007020185,20071103,24,22,Phoenix Coyotes,Dallas Stars,5,0,5019.0,American Airlines Center
2007020186,20071103,17,6,Nashville Predators,Edmonton Oilers,4,1,5072.0,Rexall Place
2007020187,20071103,19,26,Los Angeles Kings,San Jose Sharks,5,2,,HP Pavilion at San Jose
2007020188,20071103,1,2,Toronto Maple Leafs,Montréal Canadiens,3,2,,Centre Bell
2007020189,20071103,13,27,Boston Bruins,Ottawa Senators,2,3,,Scotiabank Place
2007020190,20071103,15,28,Pittsburgh Penguins,New York Islanders,2,3,,Nassau Veterans Memorial Coliseum
2007020191,20071103,14,23,New Jersey Devils,New York Rangers,1,2,5054.0,Madison Square Garden
2007020192,20071103,21,29,Florida Panthers,Carolina Hurricanes,2,4,,RBC Center
2007020193,20071103,31,12,Atlanta Thrashers,Tampa Bay Lightning,6,4,,St. Pete Times Forum
2007020194,20071104,16,20,Calgary Flames,Minnesota Wild,1,4,5098.0,Xcel Energy Center
2007020195,20071104,4,18,Chicago Blackhawks,St. Louis Blues,3,2,,Scottrade Center
2007020196,20071104,10,24,Anaheim Ducks,Phoenix Coyotes,5,2,,Jobing.com Arena
2007020197,20071104,25,11,Vancouver Canucks,Colorado Avalanche,4,3,,Pepsi Center
2007020198,20071104,26,19,San Jose Sharks,Los Angeles Kings,3,1,5081.0,STAPLES Center
2007020199,20071104,18,30,St. Louis Blues,Columbus Blue Jackets,0,3,5059.0,Nationwide Arena
2007020200,20071105,27,13,Ottawa Senators,Boston Bruins,2,1,,TD Banknorth Garden
2007020201,20071105,17,4,Nashville Predators,Chicago Blackhawks,5,2,5092.0,United Center
2007020202,20071106,15,14,Pittsburgh Penguins,New Jersey Devils,5,0,,Prudential Center
2007020203,20071106,7,23,Philadelphia Flyers,New York Rangers,0,2,5054.0,Madison Square Garden
2007020204,20071106,3,29,Washington Capitals,Carolina Hurricanes,0,5,,RBC Center
2007020205,20071106,8,2,Buffalo Sabres,Montréal Canadiens,0,2,,Centre Bell
2007020206,20071106,12,21,Tampa Bay Lightning,Florida Panthers,3,4,,BankAtlantic Center
2007020207,20071106,6,20,Edmonton Oilers,Minnesota Wild,2,5,5098.0,Xcel Energy Center
2007020208,20071106,16,11,Calgary Flames,Colorado Avalanche,1,4,,Pepsi Center
2007020209,20071106,22,10,Dallas Stars,Anaheim Ducks,5,0,5046.0,Honda Center
2007020210,20071107,23,28,New York Rangers,New York Islanders,2,3,,Nassau Veterans Memorial Coliseum
2007020211,20071107,3,31,Washington Capitals,Atlanta Thrashers,1,2,,Philips Arena
2007020212,20071107,1,27,Toronto Maple Leafs,Ottawa Senators,1,5,,Scotiabank Place
2007020213,20071108,13,8,Boston Bruins,Buffalo Sabres,1,2,,HSBC Arena
2007020214,20071108,7,15,Philadelphia Flyers,Pittsburgh Penguins,3,1,,Mellon Arena
2007020215,20071108,21,12,Florida Panthers,Tampa Bay Lightning,1,3,,St. Pete Times Forum
2007020216,20071108,17,9,Nashville Predators,Detroit Red Wings,2,3,5047.0,Joe Louis Arena
2007020217,20071108,30,4,Columbus Blue Jackets,Chicago Blackhawks,2,5,5092.0,United Center
2007020218,20071108,6,11,Edmonton Oilers,Colorado Avalanche,3,4,,Pepsi Center
2007020219,20071108,24,10,Phoenix Coyotes,Anaheim Ducks,6,5,5046.0,Honda Center
2007020220,20071108,22,26,Dallas Stars,San Jose Sharks,3,1,,HP Pavilion at San Jose
2007020222,20071109,7,14,Philadelphia Flyers,New Jersey Devils,1,4,,Prudential Center
2007020223,20071109,15,23,Pittsburgh Penguins,New York Rangers,2,4,5054.0,Madison Square Garden
2007020224,20071109,12,29,Tampa Bay Lightning,Carolina Hurricanes,5,1,,RBC Center
2007020221,20071109,2,13,Montréal Canadiens,Boston Bruins,2,1,,TD Banknorth Garden
2007020225,20071109,3,27,Washington Capitals,Ottawa Senators,4,1,,Scotiabank Place
2007020226,20071109,25,16,Vancouver Canucks,Calgary Flames,3,2,,Pengrowth Saddledome
2007020227,20071109,22,24,Dallas Stars,Phoenix Coyotes,2,5,,Jobing.com Arena
2007020228,20071110,1,8,Toronto Maple Leafs,Buffalo Sabres,3,0,,HSBC Arena
2007020229,20071110,31,21,Atlanta Thrashers,Florida Panthers,4,1,,BankAtlantic Center
2007020230,20071110,30,9,Columbus Blue Jackets,Detroit Red Wings,1,4,5047.0,Joe Louis Arena
2007020231,20071110,18,4,St. Louis Blues,Chicago Blackhawks,2,4,5092.0,United Center
2007020232,20071110,11,25,Colorado Avalanche,Vancouver Canucks,1,2,,General Motors Place
2007020233,20071110,26,10,San Jose Sharks,Anaheim Ducks,2,3,5046.0,Honda Center
2007020234,20071110,2,27,Montréal Canadiens,Ottawa Senators,1,3,,Scotiabank Place
2007020235,20071111,8,13,Buffalo Sabres,Boston Bruins,1,2,,TD Banknorth Garden
2007020236,20071111,23,1,New York Rangers,Toronto Maple Leafs,3,2,5015.0,Air Canada Centre
2007020237,20071111,14,28,New Jersey Devils,New York Islanders,1,2,,Nassau Veterans Memorial Coliseum
2007020238,20071111,15,7,Pittsburgh Penguins,Philadelphia Flyers,2,5,,Wachovia Center
2007020239,20071111,12,3,Tampa Bay Lightning,Washington Capitals,5,2,,Verizon Center
2007020240,20071111,29,31,Carolina Hurricanes,Atlanta Thrashers,5,3,,Philips Arena
2007020241,20071111,30,17,Columbus Blue Jackets,Nashville Predators,3,4,,Sommet Center
2007020242,20071111,6,16,Edmonton Oilers,Calgary Flames,4,2,,Pengrowth Saddledome
2007020243,20071111,22,19,Dallas Stars,Los Angeles Kings,5,6,5081.0,STAPLES Center
2007020244,20071111,24,26,Phoenix Coyotes,San Jose Sharks,1,4,,HP Pavilion at San Jose
2007020245,20071112,9,4,Detroit Red Wings,Chicago Blackhawks,2,3,5092.0,United Center
2007020246,20071112,20,11,Minnesota Wild,Colorado Avalanche,2,4,,Pepsi Center
2007020247,20071113,28,7,New York Islanders,Philadelphia Flyers,2,3,,Wachovia Center
2007020248,20071113,17,30,Nashville Predators,Columbus Blue Jackets,4,1,5059.0,Nationwide Arena
2007020249,20071113,14,15,New Jersey Devils,Pittsburgh Penguins,3,2,,Mellon Arena
2007020250,20071113,29,21,Carolina Hurricanes,Florida Panthers,4,3,,BankAtlantic Center
2007020251,20071113,24,26,Phoenix Coyotes,San Jose Sharks,0,5,,HP Pavilion at San Jose
2007020252,20071114,21,31,Florida Panthers,Atlanta Thrashers,2,3,,Philips Arena
2007020253,20071114,9,18,Detroit Red Wings,St. Louis Blues,3,4,,Scottrade Center
2007020254,20071114,2,1,Montréal Canadiens,Toronto Maple Leafs,4,3,5015.0,Air Canada Centre
2007020255,20071114,20,16,Minnesota Wild,Calgary Flames,2,3,,Pengrowth Saddledome
2007020256,20071114,19,10,Los Angeles Kings,Anaheim Ducks,3,4,5046.0,Honda Center
2007020257,20071115,23,14,New York Rangers,New Jersey Devils,4,2,,Prudential Center
2007020258,20071115,4,30,Chicago Blackhawks,Columbus Blue Jackets,2,4,5059.0,Nationwide Arena
2007020259,20071115,29,12,Carolina Hurricanes,Tampa Bay Lightning,1,6,,St. Pete Times Forum
2007020260,20071115,26,22,San Jose Sharks,Dallas Stars,4,3,5019.0,American Airlines Center
2007020261,20071115,6,25,Edmonton Oilers,Vancouver Canucks,1,0,,General Motors Place
2007020262,20071116,1,13,Toronto Maple Leafs,Boston Bruins,2,5,,TD Banknorth Garden
2007020263,20071116,23,7,New York Rangers,Philadelphia Flyers,4,3,,Wachovia Center
2007020264,20071116,8,27,Buffalo Sabres,Ottawa Senators,2,3,,Scotiabank Place
2007020265,20071116,28,15,New York Islanders,Pittsburgh Penguins,2,3,,Mellon Arena
2007020266,20071116,3,21,Washington Capitals,Florida Panthers,1,2,,BankAtlantic Center
2007020267,20071116,4,17,Chicago Blackhawks,Nashville Predators,4,5,,Sommet Center
2007020268,20071116,20,6,Minnesota Wild,Edmonton Oilers,4,2,5072.0,Rexall Place
2007020269,20071116,26,24,San Jose Sharks,Phoenix Coyotes,6,0,,Jobing.com Arena
2007020270,20071116,10,19,Anaheim Ducks,Los Angeles Kings,6,3,5081.0,STAPLES Center
2007020271,20071117,28,14,New York Islanders,New Jersey Devils,1,0,,Prudential Center
2007020272,20071117,31,29,Atlanta Thrashers,Carolina Hurricanes,3,0,,RBC Center
2007020273,20071117,2,8,Montréal Canadiens,Buffalo Sabres,1,4,,HSBC Arena
2007020274,20071117,3,12,Washington Capitals,Tampa Bay Lightning,2,5,,St. Pete Times Forum
2007020275,20071117,30,18,Columbus Blue Jackets,St. Louis Blues,2,3,,Scottrade Center
2007020276,20071117,11,22,Colorado Avalanche,Dallas Stars,1,6,5019.0,American Airlines Center
2007020277,20071117,20,25,Minnesota Wild,Vancouver Canucks,2,6,,General Motors Place
2007020278,20071117,24,19,Phoenix Coyotes,Los Angeles Kings,1,0,5081.0,STAPLES Center
2007020279,20071118,27,1,Ottawa Senators,Toronto Maple Leafs,0,3,5015.0,Air Canada Centre
2007020280,20071118,13,2,Boston Bruins,Montréal Canadiens,4,7,,Centre Bell
2007020281,20071118,14,7,New Jersey Devils,Philadelphia Flyers,6,2,,Wachovia Center
2007020282,20071118,21,29,Florida Panthers,Carolina Hurricanes,1,2,,RBC Center
2007020283,20071118,4,9,Chicago Blackhawks,Detroit Red Wings,5,3,5047.0,Joe Louis Arena
2007020284,20071118,23,15,New York Rangers,Pittsburgh Penguins,4,3,,Mellon Arena
2007020285,20071118,18,17,St. Louis Blues,Nashville Predators,3,2,,Sommet Center
2007020286,20071118,16,6,Calgary Flames,Edmonton Oilers,3,1,5072.0,Rexall Place
2007020287,20071118,10,26,Anaheim Ducks,San Jose Sharks,2,1,,HP Pavilion at San Jose
2007020288,20071118,9,30,Detroit Red Wings,Columbus Blue Jackets,5,4,5059.0,Nationwide Arena
2007020289,20071118,11,20,Colorado Avalanche,Minnesota Wild,1,4,5098.0,Xcel Energy Center
2007020290,20071119,16,25,Calgary Flames,Vancouver Canucks,1,4,,General Motors Place
2007020291,20071120,28,23,New York Islanders,New York Rangers,2,1,5054.0,Madison Square Garden
2007020292,20071120,21,3,Florida Panthers,Washington Capitals,4,3,,Verizon Center
